Serial§Event§Code region§region§Code district§district§Code village§village§Location§Date (YMD)§Comments§Cause§Description of Cause§Source§Magnitude§GLIDEnumber§Other sectors§DataCards§Deaths§Injured§Missing§Houses Destroyed§Houses Damaged§Victims§Affected§Relocated§Evacuated§Losses $USD§Losses $Local§Education centers§Hospitals§Damages in crops Ha.§Duration (d)§fichas.latitude§fichas.longitude§Formula§Dead of Male§Dead of Female§Additional Loss from Fire(NRs)§Type of Relief provided§Relief
03138§HAIL STORM§002§Central Region§002006035§Chitawan§002006035020§KAULE§§2003/3/22§Thousands of property losses by destrying gralic, maize wheat crop and fruits§OTHER§§Kantipur,2003-03-23,Y-11,N-33§§§§1§§§§§§§§§§§§§§§§§§§§§§§
99139§STRONG WIND§004§Mid-Western Region§004012057§Banke§004012057028§MANIKAPUR§§1999/5/8§Other losses not Metioned.§OTHER§Mango's tree branch hit a person on strong wind.§Gorkhapatra,1999-05-10,Y-99,N-004§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03140§THUNDERSTORM§002§Central Region§002005026§Bhaktapur§002005026022§TATHALI§Tathali-8§2003/3/24§§OTHER§Thunderstrom on Brick Industry§Kantipur,2003-03-26,Y-11,N-36§§§§1§3§2§§§§§§§§§§§§§§§§§§§§§
99140§STRONG WIND§004§Mid-Western Region§004012057§Banke§004012057030§NEPALGANJ N.P.§§1999/5/8§Loss value not mentioned.§OTHER§Fire on strong wied§Gorkhapatra,1999-05-10,Y-99,N-004§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01734§RAINS§002§Central Region§002005021§Ramechhap§§§§2001/10/6§Many land was water logged and as road was also water logged so transportation was also obstructed§HEAVY RAINS§§Kantipur,2001-10-7,Y-9,N-232§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01735§RAINS§001§Eastern Region§001003006§Sunsari§001003006005§Bakalauri§§2001/10/6§Houses were collapsed due to heavy rainfall  and roads were also logged by water§HEAVY RAINS§§Gorkhapatra,2001-10-2,Y-101,N-149§§§§1§15§§§15§§§§§§§§§§§§§§§§§§§
02004§THUNDERSTORM§002§Central Region§002005031§Makwanpur§002005031012§HETAUDA MUNICIPALITY§Kamane-8§2002/1/16§§OTHER§House on fire§Gorkhapatra,2002-01-17,Y-101,N-349§§§§1§§10§§§§§§§§§§§§§§§§§§§§§
01738§RAINS§002§Central Region§002006017§Dhanusa§§§§2001/10/7§Many of land and road and also crops were damaged.§HEAVY RAINS§§Kantipur,2001-10-7,Y-9,N-233§§§§1§§§§§§§540§§§§10000000§§§§§§§§§§§§
02005§HAIL STORM§001§Eastern Region§001001001§Taplejung§001001001035§SANGHU§Ward-3,7§2002/1/16§§OTHER§§Gorkhapatra,2002-01-18,Y-101,N-250§§§§1§3§1§§§§§§§§§§§§§§§§§§§§§
02006§THUNDERSTORM§001§Eastern Region§001002012§Okhaldhunga§001002012026§RUMJTAR§Ward-6§2002/1/16§§OTHER§§Gorkhapatra,2002-01-25,Y-101,N-250§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
01739§RAINS§001§Eastern Region§001003016§Siraha§001003016053§Pipra§Waed No:6§2001/10/7§Houses were collapsed due to heavy rain.§HEAVY RAINS§§Kantipur,2001-10-7,Y-9,N-233§§§§1§§15§§10§§§§§§§§§§§§§§§§§§§
02007§HAIL STORM§001§Eastern Region§001003015§Saptari§001003015100§HARDIYA§§2002/1/16§§OTHER§Damaged Crops§Gorkhapatra,2002-01-18,Y-101,N-250§§§§1§§§§§§§§§§§§§§§§§§§§§§§
99259§THUNDERSTORM§001§Eastern Region§001003005§Morang§001003005032§Letang§§1999/7/10§Death due to thunderstorm while walking on the field.§OTHER§§Gorkhapatra, 1999-7-12, Y-99, N-67§§§§1§2§10§§§§§§§§§§§§§§§§§§§§§
01217§THUNDERSTORM§001§Eastern Region§001001009§Sankhuwasabha§001001009019§Khadbari Municipali§Ward no 12§2001/4/13§§OTHER§Thunderstorm occured over a house§Kantipur,2001-4-14,Y-9,N-56§§§§1§1§2§§§1§§§§§§§§§§§§§§§§§§
02008§HAIL STORM§001§Eastern Region§001003015§Saptari§001003015074§PIPRA PURBA§§2002/1/16§§OTHER§Damaged Crops§Gorkhapatra,2002-01-18,Y-101,N-250§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03149§STRONG WIND§003§Western Region§003008044§Parbat§§§Different VDCs§2003/4/4§Electricity closed and one school roof flown away§OTHER§§Kantipur,2003-04-05,Y-11,N-46§§§§1§§4§§§§§§§§§§§§§§§§§§§§§
01740§RAINS§001§Eastern Region§001003005§Morang§001003005066§Biratnagar Municipality§Ward No:16 to 20§2001/10/7§500 houses were sunk by water and many many land were water logged,§HEAVY RAINS§§Kantipur,2001-10-7,Y-9,N-233§§§§1§§§§§500§§2700§§§§§§§§§§§§§§§§
02009§THUNDERSTORM§001§Eastern Region§001003005§Morang§001003005016§Urlabari§school danda§2002/1/16§§OTHER§§Gorkhapatra,2002-01-18,Y-101,N-250§§§§1§2§1§§§§§§§§§§§§§§§§§§§§§
03150§HAIL STORM§002§Central Region§002005028§Nuwakot§002005028045§RALUKA DEVI§Ralukadevi-4§2003/4/5§Wheat, Mustured, and rice crops were destroyed§OTHER§§Gorkhapatra,2003-04-06,Y-102,N-328§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
01741§RAINS§001§Eastern Region§001003016§Siraha§001003016060§Sanhaitha§Ward No:4§2001/10/7§§HEAVY RAINS§§Kantipur,2001-10-7,Y-9,N-233§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
03151§THUNDERSTORM§003§Western Region§003009048§Nawalparasi§003009048052§AGYOULI§Agyouli-4§2003/4/4§§OTHER§Thunderstrom on house§Kantipur,2003-04-06,Y-11,N-47§§§§1§1§2§§§§§§§§§§§§§§§§§§§§§
02010§HAIL STORM§001§Eastern Region§001003016§Siraha§001003016020§Govindpur§§2002/1/16§§OTHER§60% of crops were damaged§Gorkhapatra,2002-01-18,Y-101,N-250§§§§1§§§§§§§§§§§§§§50§§§§§§§§§
03152§STRONG WIND§001§Eastern Region§001003015§Saptari§§§§2003/4/4§Electricity services were closed§OTHER§§Kantipur,2003-04-06,Y-11,N-47§§§§1§§§§§§§§§§§§§§§§§§§§§§§
02011§HAIL STORM§001§Eastern Region§001003016§Siraha§001003016006§Brahman Gorchhari§Bishnupurkatti§2002/1/16§§OTHER§65% of winter crops were damaged§Gorkhapatra,2002-01-18,Y-101,N-250§§§§1§§§§§§§§§§§§§§§§§§§§§§§
02012§HAIL STORM§001§Eastern Region§001003016§Siraha§001003016005§Bastipur§§2002/1/16§§OTHER§60% of winter crops were damaged§Gorkhapatra,2002-01-18,Y-101,N-250§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03155§THUNDERSTORM§003§Western Region§003009048§Nawalparasi§003009048052§AGYOULI§Agyouli-4§2003/4/7§§OTHER§Thunderstome on house§Gorkhapatra,2003-04-08,Y-102,N-330§§§§1§1§3§§1§§§§§§§§§§§§§§§§§§§
02015§THUNDERSTORM§002§Central Region§002005030§Dhading§002005030043§PIDA§Ward-9§2002/1/18§§OTHER§§Gorkhapatra,2002-01-20,Y-101,N-252§§§§1§3§§§§§§§§§§§§§§§§§§§§§§
03156§STRONG WIND§003§Western Region§003008039§Syangja§§§Police station§2003/4/6§Roof of the police station was flown and other Chanchandi, Waling, Galyabg were also effected§OTHER§§Gorkhapatra,2003-04-08,Y-102,N-330§§§§1§§§§§§§§§§§§§§§§§§§§§§§
99146§THUNDERSTORM§002§Central Region§002005031§Makwanpur§002005031012§HETAUDA MUNICIPALITY§Ward No -6§1999/5/1§Value not Mentioned.§OTHER§§Kantipur,1999-05-11,Y-7,N-081§§§§1§§§§§§§§§§§§§§§§§§§§§§§
02016§SNOW STORM§002§Central Region§002005031§Makwanpur§002005031042§DAMAN§Simbhanjyang§2002/1/28§Snow strom affected people§OTHER§§Gorkhapatra,2002-01-29,Y-101,N-261§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03157§STRONG WIND§002§Central Region§002006033§Bara§002006033041§KALAIYA MUNICIPALITY§Kalaiya-3§2003/4/7§Sugarcan of the one hectare was damaged§OTHER§§Kantipur,2003-04-08,Y-11,N-49§§§§1§§§§§§§§§§§40000§§§§§§§§§§§§
02017§THUNDERSTORM§002§Central Region§002005024§Kavre§002005024072§RYALE§§2002/1/16§§OTHER§§Kantipur,2002-01-18,Y-9,N-329§§§§1§1§1§§§§§§§§§§§§§§§§§§§§§
99147§THUNDERSTORM§002§Central Region§002005031§Makwanpur§002005031009§HADIKHOLA§§1999/5/1§§OTHER§§Kantipur,1999-05-11,Y-7,N-081§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
02019§SNOW STORM§004§Mid-Western Region§004010062§Dolpa§004010062004§DUNAI§§2002/1/17§Other losses not mentioned§OTHER§§Kantipur,2002-01-18,Y-9,N-329§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01225§STORM§002§Central Region§002006034§Parsa§§§Different part of the district§2001/4/15§Owing to the season of flowring and fruiting of mango and lichi was badly destroyed by the storm.§OTHER§§Kantipur,2001-4-16,Y-9,N-58§§§crops and fruits§1§§§§§§§§§§§§§§§§§§§§§§§
02022§SNOW STORM§005§Far Western Region§005014070§Doti§§§§2002/1/28§Snowfall affected lifestyle of people§OTHER§§Kantipur,2002-01-29,Y-9,N-340§§§§1§§§§§§§§§§§§§§§3§§§§§§§§
99274§THUNDERSTORM§004§Mid-Western Region§004010063§Jumla§004010063006§CHHUMCHAUR§Chimara, Malika§1999/7/14§Tele communication repeater tower was damaged. Loss value was not mentioned.§OTHER§§Kantipur, 1999-7-16, Y-7, N-147§§§§1§§4§§§§§§§§§§§§§§§§§§§§§
021201§SNOW STORM§005§Far Western Region§005014074§Baitadi§§§§2002/1/28§Loss value not mentioned§OTHER§Continuos snowstorm for 3 days§Kantipur,2002-01-29,Y-9,N-340§§§§1§§§§§§§§§§§§§§§3§§§§§§§§
02024§SNOW STORM§005§Far Western Region§005014070§Doti§005014070044§RANAGAU§§2002/1/28§§OTHER§§Kantipur,2002-01-29,Y-9,N-340§§§§1§§§§§§§§§§§§§§§3§§§§§§§§
03163§HAIL STORM§003§Western Region§003008039§Syangja§003008039010§PUTALIDHET NP§§2003/4/11§Maize, Tomato, Vegetable, orange crop were affected§OTHER§§Kantipur,2003-04-12,Y-11,N-53§200 gram§§§1§§§§§§§§§§§§§§§§§§§§§§§
99149§STRONG WIND§001§Eastern Region§001002003§Ilam§001002003010§GAJURMAUKHI§§1999/5/9§§OTHER§Tree fell down from strong wind.§Kantipur,1999-05-12,Y-7,N-082§§§§1§2§§§§§§§§§§§§§§§§§§§§§§
02025§SNOW STORM§005§Far Western Region§005013068§Bajhang§§§§2002/1/28§§OTHER§§Kantipur,2002-01-29,Y-9,N-340§§§§1§§§§§§§§§§§§§§§§§§§§§§§
02026§SNOW STORM§005§Far Western Region§005014073§Dadeldhura§§§§2002/1/28§§OTHER§§Kantipur,2002-01-29,Y-9,N-340§§§§1§§§§§§§§§§§§§§§3§§§§§§§§
01228§THUNDERSTORM§001§Eastern Region§001002008§Terhathum§001002008020§Pouthak§Ward no 2`§2001/4/13§The house was burnt after thunderstorm occured over it.§OTHER§Thunderstorm occured over a house and killed a woman§Kantipur,2001-4-17,Y-9,N-59§§§§1§1§§§1§§§§§§§§§§§§§§§§§§§
02027§SNOW STORM§004§Mid-Western Region§004010066§Humla§§§§2002/1/27§Air flight were interrupted due to snow§OTHER§§Kantipur,2002-01-29,Y-9,N-340§§§§1§§§§§§§§§§§§§§§15§§§§§§§§
01229§THUNDERSTORM§001§Eastern Region§001002008§Terhathum§001002008030§Ewa§Ward no 6§2001/4/13§§OTHER§Thunderstorm occured over a house§Kantipur,2001-4-17,Y-9,N-59§§§§1§1§1§§1§§§§§§§§§§§§§§§§§§§
02028§SNOW STORM§004§Mid-Western Region§004010063§Jumla§§§§2002/1/28§§OTHER§§Kantipur,2002-01-29,Y-9,N-340§§§§1§§§§§§§§§§§§§§§15§§§§§§§§
99278§THUNDERSTORM§001§Eastern Region§001003005§Morang§001003005032§Letang§Chheruwa-4§1999/7/16§2 Ox, and 1 Goat was dead. Loss value was not mentioned.§OTHER§§Kantipur, 1999-7-17, Y-7, N-148§§§§1§§§§§§§§§§§§§§§7§§§§§§§§
99150§THUNDERSTORM§001§Eastern Region§001002003§Ilam§001002003024§MABU§§1999/5/10§§OTHER§§Kantipur,1999-05-12,Y-7,N-082§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
03166§STRONG WIND§001§Eastern Region§001002014§Udayapur§§§§2003/4/14§Many people were affected with road closed and elctricity closed§OTHER§§Gorkhapatra,2003-04-16,Y-102,N-338§§§§1§§§§§§§§§§§§§§§§§§§§§§§
02030§SNOW STORM§004§Mid-Western Region§004011053§Rolpa§§§§2002/1/30§§OTHER§§Kantipur,2002-01-31,Y-9,N-342§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01230§THUNDERSTORM§001§Eastern Region§001002008§Terhathum§001002008021§Oyakjung§Ward no 8, Majuwa§2001/4/16§The thunderstorm occured over a peltric set and the high voltage of the thunderbolt affected through electric wire in 9 houses.§OTHER§Thunderstorm occured over a peltric set then affect 9 houses§Kantipur,2001-4-17,Y-9,N-59§§§Peltric set, electric equipments§1§3§3§§§§§§§§§§§§§§§§§§§§§
99283§THUNDERSTORM§003§Western Region§003008038§Tanahu§003008038030§KOTDARBAR§ward-8§1999/7/16§§OTHER§§Kantipur, 1999-7-21, Y-7, N-152§§§§1§1§6§§§§§§§§§§§§§§§§§§§§§
03170§STRONG WIND§002§Central Region§002005027§Kathmandu§002005027031§KATHMANDU METROPOLITAN CITY§Tundikhel§2003/4/16§Three people were died by falling the tree over the running taxi§OTHER§§Gorkhapatra,2003-04-17,Y-102,N-339§§§§1§3§§§§§§§§§§§§§§§§§§§§§§
99152§STRONG WIND§005§Far Western Region§005015072§Kanchanpur§005015072011§MAHENDRA NAGAR N.P.§§1999/5/14§Strong wind destroyed 25 electricity poles.§OTHER§§Kantipur,1999-05-18,Y-7,N-088§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03174§THUNDERSTORM§002§Central Region§002006035§Chitawan§002006035007§CHAINPUR§Chainpur-3§2003/4/17§§OTHER§§Gorkhapatra,2003-04-18,Y-102,N-340§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
99288§THUNDERSTORM§001§Eastern Region§001002010§Bhojpur§001002010037§KULUN§Mulgaun-6§1999/7/31§§OTHER§§Gorkhapatra, 1999-8-3, Y-99, N-88§§§§1§1§3§§§15§§§§§§750000§§§§§§§§§§§§
03175§HAIL STORM§001§Eastern Region§001002008§Terhathum§§§Different VDCs§2003/4/17§Some fruit, Maize, Wheat, Potato crop were damaged in the Sudhap, Dhapsa, Solma, Okhre, Hazarjung, Aambung, Piple, Morahang and Basantapur VDCs§HEAVY RAINS§§Gorkhapatra,2003-04-18,Y-102,N-340§§§§1§§§§§§§§§§§9850000§§§§7§§§§§§§§
01236§HAIL STORM§004§Mid-Western Region§004011060§Dailekh§004011060043§PAGNATH§Eastern VDCs of the district§2001/4/17§Mainly Wheat, beens, Tomato, Chillie,Orange, Pear( Naspati), Pea, mangos etc were destroyed by the hailsrtorm.§OTHER§§Kantipur,2001-4-20,Y-9,N-62§§§Crops, vegetables and fruits§1§§§§§§§§§§§§§§§§§§§§§§§
02038§HAIL STORM§003§Western Region§003008040§Kaski§003008040034§PUMDIBHUMDI§Ward-1,2,3,4,5§2002/2/18§§OTHER§Damaged winter crops§Gorkhapatra,2002-02-24,Y-101,N-287§§§§1§§§§§§§§§§§§§§§§§§§§§§§
99290§THUNDERSTORM§001§Eastern Region§001002014§Udayapur§001002014036§Risku§ward-1§1999/8/2§§OTHER§§Gorkhapatra, 1999-8-3, Y-99, N-89§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
03291§THUNDERSTORM§004§Mid-Western Region§004010064§Kalikot§004010064019§ODANKU§ward 2§2003/5/28§§OTHER§§Kantipur,2003-05-29,Y-11,N-100§§§§1§2§§§§§§§§§§§§§§§§§§§§§§
03176§THUNDERSTORM§003§Western Region§003008047§Palpa§003008047042§KUSUMKHOLA§Babura§2003/4/16§§OTHER§Thunderstrom on house§Kantipur,2003-04-12,Y-11,N-59§§§§1§1§4§§§§§§§§§§§§§§§§§§§§§
02040§THUNDERSTORM§002§Central Region§002005027§Kathmandu§002005027031§KATHMANDU METROPOLITAN CITY§Chandeshwori-4§2002/2/25§§OTHER§§Gorkhapatra,2002-02-27,Y-101,N-290§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
03177§STRONG WIND§002§Central Region§002005031§Makwanpur§§§Henepa§2003/4/17§One teacher died whil falling the tree on the office§OTHER§§Kantipur,2003-04-12,Y-11,N-59§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
99293§THUNDERSTORM§003§Western Region§003008037§Lamjung§003008037051§SIMPANI§§1999/8/4§Other loss value was not mentioned.§OTHER§§Gorkhapatra, 1999-8-7, Y-99, N-93§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
01238§THUNDERSTORM§001§Eastern Region§001002012§Okhaldhunga§001002012018§JANTARKHANI§ward  no 2, Thade§2001/4/19§§OTHER§Thunderstorm occured on the way of porter§Kantipur,2001-4-21,Y-9,N-63§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
99294§THUNDERSTORM§005§Far Western Region§005015072§Kanchanpur§005015072011§MAHENDRA NAGAR N.P.§ward-11§1999/8/5§§OTHER§§Gorkhapatra, 1999-8-8, Y-99, N-94§§§§1§1§1§§§§§§§§§§§§§§§§§§§§§
01611§THUNDERSTORM§001§Eastern Region§001003016§Siraha§001003016107§Siraha Municapility§§2001/8/21§Telephone Exchage was damaged by Thunder-storm.§OTHER§Thunder-Storm on Telephone exchange.§Gorkhapatra,2001-8-24,Y-101,N-110.§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03178§STRONG WIND§002§Central Region§002006018§Mahotari§§§§2003/4/14§20 percent mango crops, one electric pole and seven school roof were damaged by one hour long strong wind with heavy rain§OTHER§§Kantipur,2003-04-12,Y-11,N-59§§§§1§§§§§7§§216§§§§§§§§§§§§§§§§
02042§HAIL STORM§003§Western Region§003009049§Rupandehi§§§§2002/2/25§§OTHER§25% of winter crops were damaged§Gorkhapatra,2002-02-27,Y-101,N-290§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01239§THUNDERSTORM§003§Western Region§003008038§Tanahu§003008038029§KOTA§Ward no 5§2001/4/16§Thunderstorm made electric shock which killed 4 and injured 19 people§OTHER§§Kantipur,2001-4-22,Y-9,N-64§§§§1§4§19§§§§§§§§§§§§§§§§§§§§§
03179§HAIL STORM§003§Western Region§003008044§Parbat§§§Different VDCs§2003/4/19§Wheat, Mango, Lemon, Orange crops were damaged in Khaula lakuri, Karkineta, Pakuwa, Thapathana, Sankharpokhari and Ramjha VDCs§OTHER§§Gorkhapatra,2003-04-20,Y-102,N-342§§§§1§§§§§§§§§§§10000000§§§§§§§§§§§§
03181§STRONG WIND§001§Eastern Region§001002007§Dhankuta§§§§2003/4/20§25% agriculture crops and electric pole and wire were destroyed§OTHER§§Gorkhapatra,2003-04-21,Y-102,N-343§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01241§THUNDERSTORM§004§Mid-Western Region§004011061§Jajarkot§004011061017§Lahai§Lahun - 8, Lapesh§2001/4/20§Among injured 13, 5 were unconcious.§OTHER§Thunder storm occured over a school§Kantipur,2001-4-23,Y-9,N-65§§§§1§3§13§§§§§§§§§§1§§§§§§§§§§§
03182§STRONG WIND§001§Eastern Region§001003006§Sunsari§§§§2003/4/21§Electric pole and transformer were damaged and Agriculture were also effected§OTHER§§Gorkhapatra,2003-04-21,Y-102,N-343§§§§1§3§30§§§§§§§§§10000000§§§§§§§§§§§§
03183§HAIL STORM§002§Central Region§002006035§Chitawan§002006035020§KAULE§§2003/4/20§Orange and pear crop was tatally damaged§OTHER§§Gorkhapatra,2003-04-21,Y-102,N-343§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03184§STRONG WIND§001§Eastern Region§001003005§Morang§001003005066§Biratnagar Municipality§§2003/4/20§112 steel pole, 84 electrict pole 8 wood pole and 11 KV steel tower and a transformal and Maize, Mango crop production and some houses were destroyed by one hour lond strong wind§OTHER§§Gorkhapatra,2003-04-21,Y-102,N-343§§§§1§1§10§§§§§§§§§4000000§§§§§§§§§§§§
03185§RAINS§001§Eastern Region§001002013§Khotang§001002013025§Diktel§§2003/4/15§Electrict line closed§HEAVY RAINS§§Kantipur,2003-04-20,Y-11,N-61§§§§1§§§§§§§§§§§§§§§§§§§§§§§
02048§SNOW STORM§004§Mid-Western Region§004010063§Jumla§§§§2002/3/1§§OTHER§Damaged crops§Gorkhapatra,2002-03-04,Y-101,N-295§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03187§THUNDERSTORM§001§Eastern Region§001003004§Jhapa§001003004004§GAURADAHA§Gauradaha-9§2003/4/20§2 female were admitted in mechi hospital§OTHER§§Kantipur,2003-04-21,Y-11,N-62§§§§1§1§2§§§§§§§§§§§§§§§§§§§§§
02050§HAIL STORM§001§Eastern Region§001003004§Jhapa§§§§2002/3/4§§OTHER§Damaged winter crops§Gorkhapatra,2002-03-06,Y-101,N-297§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03188§THUNDERSTORM§001§Eastern Region§001003016§Siraha§001003016097§Radhopur§Radhutar-5§2003/4/20§One person was admitted in hospital§OTHER§§Kantipur,2003-04-21,Y-11,N-62§§§§1§1§1§§§§§§§§§§§§§§§§§§§§§
03189§STRONG WIND§001§Eastern Region§001003016§Siraha§001003016071§Chandralapur§Chandrapur-8,9§2003/4/20§16 electric pole were damaged§OTHER§§Kantipur,2003-04-21,Y-11,N-62§§§§1§§§§25§§§§§§§200000§§§§§§§§§§§§
03190§STRONG WIND§004§Mid-Western Region§004011052§Pyuthan§§§Kopli§2003/4/21§4 person were admitted in hospital§OTHER§Fire no Jungle§Gorkhapatra,2003-04-22,Y-102,N-344§§§§1§2§4§§§§§§§§§§§§§§§§§§§§§
01248§HAIL STORM§003§Western Region§003008039§Syangja§003008039010§PUTALIDHET NP§Dasing, Dahathum, Khisung, Daurasali, Bhang, Balkot,VDCs§2001/4/23§About 70% of vegetables and 50 % of fruits were destroyed by the hailstorm. §OTHER§§Kantipur,2001-4-24,Y-9,N-66§§§Vegetables and fruits§1§§§§§§§§§§§§§§§§§§§§§§§
02054§SNOW STORM§004§Mid-Western Region§004010062§Dolpa§§§§2002/3/5§§OTHER§§Kantipur,2002-03-07,Y-10,N-16§§§§1§§§§§§§§§§§§§§§15§§§§§§§§
03192§THUNDERSTORM§003§Western Region§003009048§Nawalparasi§003009048066§DANDAJHERI§Dandajeri-1§2003/4/21§20 thousand money, clothes, rice, Maize, Musturad, Wheat were destroyed§OTHER§§Gorkhapatra,2003-04-23,Y-102,N-345§§§§1§§1§§§§§§§§§230000§§§§§§§§§§§§
99166§THUNDERSTORM§003§Western Region§003008037§Lamjung§003008037048§SAMI BHANJYAN§Ward no-3§1999/5/27§One shed was destroyed.§OTHER§§Kantipur,1999-05-30,Y-7,N-100§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
00378§RAINS§002§Central Region§002005027§Kathmandu§002005027031§KATHMANDU METROPOLITAN CITY§§2000/8/8§35m. metaled road and one concrete Bridge were damaged §RAIN§§Kantipur 2000-08-08,Y-8,N-173§§§§1§§§§§2§§1080§§§§§§§§§§§§§§§§
01256§THUNDERSTORM§001§Eastern Region§001002010§Bhojpur§001002010048§RANIBAS§Ghoretar§2001/4/25§§OTHER§Thunderstorm on Ilaka Police Office§Kantipur,2001-4-27,Y-9,N-69§§§2 policemen were injured§1§§2§§§1§§§§§§§§§§§§§§§§§§
03199§HAIL STORM§003§Western Region§003008045§Baglung§§§5 VDcs§2003/4/23§Agriculture crops, wheat potato, Barley, Musturad, Maize were damaged§OTHER§§Kantipur,2003-04-24,Y-11,N-65§§§§1§§§§§§§§§§§§§§§2§§§§§§§§1
03200§STRONG WIND§003§Western Region§003008043§Myagdi§003008043032§BHAGBATI§§2003/4/23§25 percent medicine was destroyed and one medical center flown on water§HEAVY RAINS§§Kantipur,2003-04-24,Y-11,N-65§§§§1§§§§§§§§§§§§§1§§§§§§§§§§
99168§STRONG WIND§003§Western Region§003008039§Syangja§003008039036§RUPAKOT§Ward No-1§1999/5/15§§OTHER§§Gorkhapatra,1999-05-17,Y-99,N-11§§§§1§§§§§§§§§§§100000§§§§§§§§§§§§
01783§HAIL STORM§003§Western Region§003008040§Kaski§003008040033§POKHARA_SMP§Ward No:17§2001/10/31§Quintals of rice were destroyed§OTHER§§Gorkhapatra,2001-11-1,Y-101,N-175§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01784§HAIL STORM§003§Western Region§003008040§Kaski§003008040023§LEKHNATH_MP§§2001/10/31§Avove 100 quintals of rice was damaged,§OTHER§§Gorkhapatra,2001-11-1,Y-101,N-175§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03205§STRONG WIND§001§Eastern Region§001003005§Morang§001003005062§Katari§Katari-8§2003/4/25§One school roof, 50 percent fruit, crops was destroyed and mostly students were affected§OTHER§§Gorkhapatra,2003-04-26,Y-102,N-348§§§§1§§§§§§§§§§§§1§§§§§§§§§§§
99170§HAIL STORM§002§Central Region§002006035§Chitawan§002006035007§CHAINPUR§ward No-4,5,7,8,9§1999/5/19§§OTHER§Hailstormdamaged 1450 matricton of maize.§Gorkhapatra,1999-05-20,Y-99,N-14§§§§1§§§§§§§§§§§§§§§§§§§§§§§
01786§HAIL STORM§003§Western Region§003008044§Parbat§003008044015§CHITRE§Thulipokhari,Atthardadakharka,Raja Deurali§2001/10/30§80 % of paddy was destroyed.§OTHER§§Kantipur,2001-10-31,Y-9,N-252§§§§1§§§§§§§§§§§§§§§§§§§§§§§
03202§HAIL STORM§002§Central Region§002005026§Bhaktapur§002005026017§NAGARKOT§§2003/4/23§Mostly agriculture crop such as orange ,pear, cabbage were destroyed§OTHER§§Kantipur,2003-04-23,Y-11,N65§§§§1§§§§§§§§§§§700000§§§§§§§§§§§§
03305§STRONG WIND§002§Central Region§002006018§Mahotari§§§Southern Part of the District.§2003/6/2§1 schools roof and many house were dameaged by wind.§OTHER§§Kantipur,2003-06-04,Y-11,N-106§§§§1§§§§200§§§§§§§§§§§§§§§§§§§
03206§STRONG WIND§002§Central Region§002005020§Sindhuli§002005020043§Hatpate§Hatpate-9§2003/4/14§Mostly students were affected with one school collapse§OTHER§§Gorkhapatra,2003-04-26,Y-102,N-348§§§§1§§§§1§§§500§§§§§1§§§§§§§§§§§
99178§THUNDERSTORM§001§Eastern Region§001003006§Sunsari§001003006035§Mahendranagar§Ward N0-7§1999/6/10§§OTHER§§Gorkhapatra,1999-06-14-Y-99,N-39§§§§1§1§§§§§§§§§§§§§§§§§§§§§§
01799§HAIL STORM§003§Western Region§003008039§Syangja§003008039036§RUPAKOT§Aruchour,Panchamul,Chilaunibas,Fafarthum,Wansing,Setidovan§2001/11/7§Large amount of vegetable,crops were affected.Agrculture was badly affected.The affected V.D.C were la.§OTHER§Arukharka,Phedikhola was also affected.§Kantipur,2001-11-8,Y-9,N-260§§§§1§§§§§§§§§§§10000000§§§§§§§§§§§§
03210§HAIL STORM§003§Western Region§003009048§Nawalparasi§§§Different VDCs§2003/4/27§Maize crops were destroyed in Ratanpur, Kolthar, Naran, Ruchang, Mithuram and Dedgaun VDCs§OTHER§§Gorkhapatra,2003-04-28,Y-102,N-350§§§§1§§§§§§§§§§§1000000§§§§§§§§§§§§
